,0
932,2019-06-28 16:53:00
933,2019-06-28 16:54:00
934,2019-06-30 01:16:00
935,2019-06-30 12:07:00
936,2019-06-30 12:33:00
937,2019-07-03 00:01:00
938,2019-07-03 00:22:00
939,2019-07-06 08:16:00
940,2019-07-06 08:20:00
941,2019-07-06 11:35:00
942,2019-07-06 11:38:00
943,2019-07-07 11:49:00
944,2019-07-07 11:51:00
945,2019-07-07 11:53:00
946,2019-07-07 11:59:00
947,2019-07-07 12:03:00
948,2019-07-07 12:04:00
949,2019-07-07 12:35:00
950,2019-07-08 09:05:00
951,2019-07-08 09:09:00
952,2019-07-08 21:18:00
953,2019-07-09 23:50:00
954,2019-07-10 14:09:00
955,2019-07-10 14:13:00
956,2019-07-10 14:45:00
957,2019-07-10 14:48:00
958,2019-07-10 14:58:00
959,2019-07-10 14:59:00
960,2019-07-10 15:01:00
961,2019-07-10 15:03:00
962,2019-07-10 15:04:00
963,2019-07-10 15:13:00
964,2019-07-10 15:14:00
965,2019-07-10 15:15:00
966,2019-07-10 15:16:00
967,2019-07-10 15:20:00
968,2019-07-10 15:25:00
969,2019-07-10 16:04:00
970,2019-07-10 20:02:00
971,2019-07-10 23:32:00
972,2019-07-11 00:01:00
973,2019-07-11 04:14:00
974,2019-07-11 04:19:00
975,2019-07-11 04:25:00
976,2019-07-11 04:28:00
977,2019-07-11 04:29:00
978,2019-07-11 04:30:00
979,2019-07-11 04:31:00
980,2019-07-11 04:32:00
981,2019-07-11 04:33:00
982,2019-07-11 04:35:00
983,2019-07-11 04:37:00
984,2019-07-11 04:41:00
985,2019-07-11 04:42:00
986,2019-07-11 04:46:00
987,2019-07-11 06:00:00
988,2019-07-11 06:01:00
989,2019-07-11 06:02:00
990,2019-07-11 11:44:00
991,2019-07-11 18:44:00
992,2019-07-11 18:47:00
993,2019-07-11 20:13:00
994,2019-07-11 20:47:00
995,2019-07-12 00:21:00
996,2019-07-12 09:47:00
997,2019-07-12 14:53:00
998,2019-07-12 19:54:00
999,2019-07-12 19:56:00
1000,2019-07-12 23:46:00
1001,2019-07-13 14:15:00
1002,2019-07-13 19:24:00
1003,2019-07-14 05:15:00
1004,2019-07-14 05:37:00
1005,2019-07-14 05:45:00
1006,2019-07-14 05:51:00
1007,2019-07-14 05:52:00
1008,2019-07-14 05:53:00
1009,2019-07-14 05:58:00
1010,2019-07-14 06:05:00
1011,2019-07-14 08:28:00
1012,2019-07-14 09:52:00
1013,2019-07-14 10:11:00
1014,2019-07-14 10:46:00
1015,2019-07-14 12:18:00
1016,2019-07-14 12:20:00
1017,2019-07-14 12:21:00
1018,2019-07-14 14:25:00
1019,2019-07-14 14:48:00
1020,2019-07-14 15:00:00
1021,2019-07-14 16:49:00
1022,2019-07-14 18:42:00
1023,2019-07-14 23:00:00
1024,2019-07-14 23:43:00
1025,2019-07-14 23:45:00
1026,2019-07-14 23:47:00
1027,2019-07-15 00:01:00
1028,2019-07-15 00:02:00
1029,2019-07-15 00:03:00
1030,2019-07-15 00:04:00
1031,2019-07-15 00:06:00
1032,2019-07-15 00:10:00
1033,2019-07-15 00:12:00
1034,2019-07-15 00:13:00
1035,2019-07-15 00:15:00
1036,2019-07-15 00:16:00
1037,2019-07-15 00:17:00
1038,2019-07-15 00:18:00
1039,2019-07-15 00:19:00
1040,2019-07-15 00:20:00
1041,2019-07-15 00:21:00
1042,2019-07-15 00:22:00
1043,2019-07-15 00:23:00
1044,2019-07-15 00:24:00
1045,2019-07-15 00:25:00
1046,2019-07-15 00:26:00
1047,2019-07-15 00:27:00
1048,2019-07-15 00:28:00
1049,2019-07-15 00:29:00
1050,2019-07-15 00:30:00
1051,2019-07-15 00:31:00
1052,2019-07-15 02:19:00
1053,2019-07-15 06:52:00
1054,2019-07-15 07:07:00
1055,2019-07-15 08:46:00
1056,2019-07-15 14:15:00
1057,2019-07-15 18:42:00
1058,2019-07-15 18:43:00
1059,2019-07-15 19:10:00
1060,2019-07-15 19:36:00
1061,2019-07-15 19:42:00
1062,2019-07-15 22:48:00
1063,2019-07-16 00:24:00
1064,2019-07-16 13:53:00
1065,2019-07-16 15:52:00
1066,2019-07-16 16:00:00
1067,2019-07-16 16:02:00
1068,2019-07-16 16:04:00
1069,2019-07-16 16:47:00
1070,2019-07-16 16:58:00
1071,2019-07-16 17:01:00
1072,2019-07-16 17:02:00
1073,2019-07-16 17:04:00
1074,2019-07-16 18:02:00
1075,2019-07-16 21:03:00
1076,2019-07-17 02:08:00
1077,2019-07-17 06:13:00
1078,2019-07-17 11:31:00
1079,2019-07-17 12:33:00
1080,2019-07-17 15:33:00
1081,2019-07-18 04:52:00
1082,2019-07-18 13:02:00
1083,2019-07-18 15:14:00
1084,2019-07-19 04:44:00
1085,2019-07-19 11:05:00
1086,2019-07-20 02:43:00
1087,2019-07-21 17:03:00
1088,2019-07-22 15:49:00
1089,2019-07-22 20:04:00
1090,2019-07-27 22:43:00
1091,2019-07-28 04:33:00
1092,2019-07-28 22:29:00
1093,2019-08-01 01:32:00
1094,2019-08-01 13:33:00
1095,2019-08-03 02:52:00
1096,2019-08-04 00:40:00
1097,2019-08-05 06:41:00
1098,2019-08-05 09:08:00
1099,2019-08-05 21:37:00
1100,2019-08-06 06:06:00
1101,2019-08-06 06:35:00
1102,2019-08-06 06:44:00
1103,2019-08-06 10:51:00
1104,2019-08-06 15:08:00
1105,2019-08-07 16:19:00
1106,2019-08-07 19:26:00
1107,2019-08-08 14:01:00
1108,2019-08-08 14:59:00
1109,2019-08-08 15:09:00
1110,2019-08-08 15:56:00
1111,2019-08-10 11:27:00
1112,2019-08-11 09:27:00
1113,2019-08-12 10:27:00
1114,2019-08-12 10:44:00
1115,2019-08-12 11:30:00
1116,2019-08-12 11:31:00
1117,2019-08-12 11:32:00
1118,2019-08-12 14:54:00
1119,2019-08-13 16:10:00
1120,2019-08-15 00:00:00
1121,2019-08-15 00:43:00
1122,2019-08-15 00:44:00
1123,2019-08-15 00:50:00
1124,2019-08-15 03:05:00
1125,2019-08-15 03:06:00
1126,2019-08-15 03:07:00
1127,2019-08-15 03:08:00
1128,2019-08-15 03:10:00
1129,2019-08-15 03:19:00
1130,2019-08-15 03:56:00
1131,2019-08-15 04:02:00
1132,2019-08-15 04:15:00
1133,2019-08-15 04:31:00
1134,2019-08-15 04:43:00
1135,2019-08-16 08:26:00
1136,2019-08-18 12:41:00
1137,2019-08-19 09:49:00
1138,2019-08-19 10:14:00
1139,2019-08-19 10:15:00
1140,2019-08-20 05:03:00
1141,2019-08-21 04:23:00
1142,2019-08-21 06:51:00
1143,2019-08-22 16:51:00
1144,2019-08-25 22:48:00
1145,2019-08-27 14:49:00
1146,2019-08-27 14:51:00
1147,2019-08-28 18:01:00
1148,2019-08-28 18:02:00
1149,2019-08-28 18:14:00
1150,2019-08-29 16:16:00
1151,2019-08-30 02:59:00
1152,2019-08-31 14:12:00
1153,2019-09-01 20:20:00
1154,2019-09-02 17:19:00
1155,2019-09-05 14:36:00
1156,2019-09-06 07:29:00
1157,2019-09-07 00:19:00
1158,2019-09-07 03:01:00
1159,2019-09-08 11:05:00
1160,2019-09-09 16:49:00
1161,2019-09-11 02:12:00
1162,2019-09-12 10:47:00
1163,2019-09-16 13:35:00
1164,2019-09-16 20:47:00
1165,2019-09-17 22:00:00
1166,2019-09-18 08:05:00
1167,2019-09-22 18:50:00
1168,2019-09-24 07:38:00
1169,2019-09-24 10:00:00
1170,2019-09-24 10:07:00
1171,2019-09-24 18:49:00
1172,2019-09-24 18:53:00
1173,2019-09-24 18:55:00
1174,2019-09-24 18:56:00
1175,2019-09-24 19:02:00
1176,2019-09-24 22:46:00
1177,2019-09-27 09:17:00
1178,2019-09-27 11:44:00
1179,2019-09-28 04:42:00
1180,2019-09-28 04:56:00
1181,2019-09-28 15:38:00
1182,2019-09-28 18:06:00
1183,2019-09-28 22:13:00
1184,2019-09-28 22:14:00
1185,2019-09-29 02:19:00
1186,2019-09-29 02:20:00
1187,2019-09-30 01:00:00
1188,2019-09-30 10:52:00
1189,2019-10-01 07:22:00
1190,2019-10-01 07:27:00
1191,2019-10-01 07:28:00
1192,2019-10-01 07:29:00
1193,2019-10-01 07:31:00
1194,2019-10-01 07:41:00
1195,2019-10-01 07:44:00
1196,2019-10-01 07:55:00
1197,2019-10-01 07:58:00
1198,2019-10-01 08:12:00
1199,2019-10-02 04:31:00
1200,2019-10-02 04:44:00
1201,2019-10-02 05:15:00
1202,2019-10-02 05:51:00
1203,2019-10-02 15:38:00
1204,2019-10-02 23:54:00
1205,2019-10-03 11:55:00
1206,2019-10-03 14:11:00
1207,2019-10-03 16:14:00
1208,2019-10-03 16:46:00
1209,2019-10-04 00:32:00
1210,2019-10-04 00:36:00
1211,2019-10-06 03:58:00
1212,2019-10-06 06:50:00
1213,2019-10-06 06:52:00
1214,2019-10-06 06:55:00
1215,2019-10-06 07:05:00
1216,2019-10-06 07:29:00
1217,2019-10-06 07:30:00
1218,2019-10-06 07:37:00
1219,2019-10-06 07:47:00
1220,2019-10-06 07:48:00
1221,2019-10-06 07:49:00
1222,2019-10-06 08:05:00
1223,2019-10-06 08:06:00
1224,2019-10-06 09:05:00
1225,2019-10-06 09:06:00
1226,2019-10-06 09:08:00
1227,2019-10-06 09:18:00
1228,2019-10-06 09:21:00
1229,2019-10-06 09:22:00
1230,2019-10-06 11:28:00
1231,2019-10-07 00:12:00
1232,2019-10-07 12:19:00
1233,2019-10-07 12:34:00
1234,2019-10-07 12:35:00
1235,2019-10-07 13:48:00
1236,2019-10-07 13:49:00
1237,2019-10-07 14:02:00
1238,2019-10-07 18:38:00
1239,2019-10-07 18:40:00
1240,2019-10-07 18:43:00
1241,2019-10-07 18:52:00
1242,2019-10-07 19:16:00
1243,2019-10-07 19:45:00
1244,2019-10-07 20:07:00
1245,2019-10-07 20:08:00
1246,2019-10-07 20:30:00
1247,2019-10-07 20:32:00
1248,2019-10-07 20:53:00
1249,2019-10-07 21:41:00
1250,2019-10-07 21:42:00
1251,2019-10-07 21:44:00
1252,2019-10-07 21:46:00
1253,2019-10-07 21:47:00
1254,2019-10-07 21:48:00
1255,2019-10-07 22:00:00
1256,2019-10-07 22:06:00
1257,2019-10-07 22:28:00
1258,2019-10-07 22:29:00
1259,2019-10-07 22:47:00
1260,2019-10-07 22:48:00
1261,2019-10-07 23:22:00
1262,2019-10-08 00:00:00
1263,2019-10-08 04:40:00
1264,2019-10-08 07:35:00
1265,2019-10-08 08:11:00
1266,2019-10-08 10:18:00
1267,2019-10-08 10:58:00
1268,2019-10-08 11:15:00
1269,2019-10-08 15:25:00
1270,2019-10-09 00:26:00
1271,2019-10-09 00:27:00
1272,2019-10-09 00:28:00
1273,2019-10-09 00:47:00
1274,2019-10-09 00:59:00
1275,2019-10-09 01:28:00
1276,2019-10-09 01:29:00
1277,2019-10-09 01:58:00
1278,2019-10-09 01:59:00
1279,2019-10-09 02:07:00
1280,2019-10-09 02:08:00
1281,2019-10-09 02:12:00
1282,2019-10-09 02:35:00
1283,2019-10-09 02:36:00
1284,2019-10-09 02:42:00
1285,2019-10-09 03:05:00
1286,2019-10-09 03:06:00
1287,2019-10-09 03:32:00
1288,2019-10-09 03:33:00
1289,2019-10-09 03:37:00
1290,2019-10-09 03:41:00
1291,2019-10-09 03:56:00
1292,2019-10-09 10:34:00
1293,2019-10-09 10:35:00
1294,2019-10-09 10:36:00
1295,2019-10-09 10:38:00
1296,2019-10-09 11:28:00
1297,2019-10-09 11:29:00
1298,2019-10-09 11:39:00
1299,2019-10-09 11:44:00
1300,2019-10-09 14:04:00
1301,2019-10-09 14:06:00
1302,2019-10-09 14:08:00
1303,2019-10-09 21:39:00
1304,2019-10-09 21:40:00
1305,2019-10-09 21:50:00
1306,2019-10-09 21:59:00
1307,2019-10-09 22:50:00
1308,2019-10-09 22:55:00
1309,2019-10-10 10:17:00
1310,2019-10-10 11:50:00
1311,2019-10-10 12:43:00
1312,2019-10-11 05:08:00
1313,2019-10-11 07:38:00
1314,2019-10-11 10:12:00
1315,2019-10-11 11:15:00
1316,2019-10-11 12:06:00
1317,2019-10-12 04:55:00
1318,2019-10-13 13:57:00
1319,2019-10-13 14:11:00
1320,2019-10-13 20:18:00
1321,2019-10-13 20:21:00
1322,2019-10-15 07:39:00
1323,2019-10-15 10:48:00
1324,2019-10-15 16:14:00
1325,2019-10-16 13:18:00
1326,2019-10-16 19:06:00
1327,2019-10-16 20:02:00
1328,2019-10-17 13:28:00
1329,2019-10-17 16:56:00
1330,2019-10-17 16:57:00
1331,2019-10-18 06:09:00
1332,2019-10-18 08:56:00
1333,2019-10-18 16:01:00
1334,2019-10-19 03:07:00
1335,2019-10-19 05:18:00
1336,2019-10-19 06:34:00
1337,2019-10-19 08:48:00
1338,2019-10-19 09:30:00
1339,2019-10-21 23:53:00
1340,2019-10-22 12:01:00
1341,2019-10-22 18:03:00
1342,2019-10-22 18:49:00
1343,2019-10-23 03:37:00
1344,2019-10-23 13:03:00
1345,2019-10-23 13:04:00
1346,2019-10-23 13:05:00
1347,2019-10-23 13:06:00
1348,2019-10-23 13:15:00
1349,2019-10-23 13:16:00
1350,2019-10-23 13:17:00
1351,2019-10-23 13:27:00
1352,2019-10-23 13:58:00
1353,2019-10-23 17:13:00
1354,2019-10-23 19:23:00
1355,2019-10-23 19:25:00
1356,2019-10-23 22:12:00
1357,2019-10-24 03:20:00
1358,2019-10-24 07:42:00
1359,2019-10-24 07:45:00
1360,2019-10-24 09:13:00
1361,2019-10-24 21:03:00
1362,2019-10-25 02:18:00
1363,2019-10-25 15:20:00
1364,2019-10-25 16:03:00
1365,2019-10-25 17:22:00
1366,2019-10-25 17:23:00
1367,2019-10-25 17:25:00
1368,2019-10-25 17:43:00
1369,2019-10-25 18:00:00
1370,2019-10-25 22:44:00
1371,2019-10-25 22:45:00
1372,2019-10-25 22:46:00
1373,2019-10-25 22:57:00
1374,2019-10-26 00:03:00
1375,2019-10-26 00:04:00
1376,2019-10-26 00:34:00
1377,2019-10-26 00:54:00
1378,2019-10-26 01:44:00
1379,2019-10-26 01:52:00
1380,2019-10-26 02:00:00
1381,2019-10-26 02:11:00
1382,2019-10-26 02:12:00
1383,2019-10-26 03:34:00
1384,2019-10-26 14:25:00
1385,2019-10-26 20:01:00
1386,2019-10-27 00:17:00
1387,2019-10-27 02:00:00
1388,2019-10-27 02:01:00
1389,2019-10-27 12:09:00
1390,2019-10-27 12:11:00
1391,2019-10-27 12:22:00
1392,2019-10-27 13:19:00
1393,2019-10-27 13:20:00
1394,2019-10-27 14:01:00
1395,2019-10-27 17:55:00
1396,2019-10-27 17:56:00
1397,2019-10-27 18:28:00
1398,2019-10-27 18:37:00
1399,2019-10-27 18:42:00
1400,2019-10-27 19:00:00
1401,2019-10-27 19:15:00
1402,2019-10-27 20:29:00
1403,2019-10-27 20:30:00
1404,2019-10-28 06:02:00
1405,2019-10-28 07:53:00
1406,2019-10-28 11:31:00
1407,2019-10-28 13:20:00
1408,2019-10-28 13:22:00
1409,2019-10-28 13:30:00
1410,2019-10-28 15:29:00
1411,2019-10-28 16:02:00
1412,2019-10-28 16:07:00
1413,2019-10-28 16:08:00
1414,2019-10-29 01:40:00
1415,2019-10-29 01:41:00
1416,2019-10-29 09:24:00
1417,2019-10-29 09:34:00
1418,2019-10-29 11:48:00
1419,2019-10-29 11:49:00
1420,2019-10-29 19:43:00
1421,2019-10-30 10:32:00
1422,2019-10-30 10:33:00
1423,2019-10-30 10:34:00
1424,2019-10-30 10:42:00
1425,2019-10-30 11:22:00
1426,2019-10-30 11:23:00
1427,2019-11-01 03:09:00
1428,2019-11-06 03:58:00
1429,2019-11-06 06:31:00
1430,2019-11-07 10:03:00
1431,2019-11-08 06:16:00
1432,2019-11-08 11:40:00
1433,2019-11-08 13:43:00
1434,2019-11-08 13:52:00
1435,2019-11-08 14:06:00
1436,2019-11-08 14:15:00
1437,2019-11-08 16:24:00
1438,2019-11-08 16:30:00
1439,2019-11-08 16:53:00
1440,2019-11-08 16:58:00
1441,2019-11-08 19:02:00
1442,2019-11-08 19:03:00
1443,2019-11-08 19:17:00
1444,2019-11-08 19:18:00
1445,2019-11-08 19:21:00
1446,2019-11-08 19:37:00
1447,2019-11-08 21:03:00
1448,2019-11-09 02:03:00
1449,2019-11-09 03:09:00
1450,2019-11-09 05:55:00
1451,2019-11-09 06:00:00
1452,2019-11-09 07:51:00
1453,2019-11-09 08:18:00
1454,2019-11-09 08:20:00
1455,2019-11-09 08:51:00
1456,2019-11-09 08:52:00
1457,2019-11-09 09:03:00
1458,2019-11-09 10:04:00
1459,2019-11-09 10:46:00
1460,2019-11-09 10:47:00
1461,2019-11-09 11:14:00
1462,2019-11-09 11:53:00
1463,2019-11-09 12:50:00
1464,2019-11-09 12:57:00
1465,2019-11-09 13:19:00
1466,2019-11-09 13:20:00
1467,2019-11-09 13:57:00
1468,2019-11-09 15:26:00
1469,2019-11-09 15:35:00
1470,2019-11-09 17:03:00
1471,2019-11-09 17:55:00
1472,2019-11-10 02:53:00
1473,2019-11-10 02:57:00
1474,2019-11-10 03:06:00
1475,2019-11-10 03:15:00
1476,2019-11-10 03:27:00
1477,2019-11-10 03:29:00
1478,2019-11-10 03:59:00
1479,2019-11-10 04:00:00
1480,2019-11-10 04:12:00
1481,2019-11-10 04:57:00
1482,2019-11-10 05:20:00
1483,2019-11-10 05:28:00
1484,2019-11-10 05:51:00
1485,2019-11-10 05:58:00
1486,2019-11-10 06:06:00
1487,2019-11-10 06:09:00
1488,2019-11-10 06:14:00
1489,2019-11-10 06:23:00
1490,2019-11-10 06:31:00
1491,2019-11-10 06:53:00
1492,2019-11-10 07:06:00
1493,2019-11-10 07:15:00
1494,2019-11-10 09:08:00
1495,2019-11-10 10:13:00
1496,2019-11-10 11:05:00
1497,2019-11-10 11:07:00
1498,2019-11-10 11:08:00
1499,2019-11-11 06:46:00
1500,2019-11-11 08:36:00
1501,2019-11-11 11:30:00
1502,2019-11-11 16:44:00
1503,2019-11-11 17:19:00
1504,2019-11-11 18:45:00
1505,2019-11-11 19:08:00
1506,2019-11-12 02:28:00
1507,2019-11-12 04:10:00
1508,2019-11-12 04:11:00
1509,2019-11-12 04:53:00
1510,2019-11-12 08:15:00
1511,2019-11-12 09:31:00
1512,2019-11-12 09:32:00
1513,2019-11-12 10:11:00
1514,2019-11-12 10:23:00
1515,2019-11-12 11:58:00
1516,2019-11-12 12:11:00
1517,2019-11-12 12:14:00
1518,2019-11-12 13:09:00
1519,2019-11-12 15:59:00
1520,2019-11-13 03:31:00
1521,2019-11-13 03:58:00
1522,2019-11-13 04:39:00
1523,2019-11-13 04:40:00
1524,2019-11-13 04:47:00
1525,2019-11-13 04:48:00
1526,2019-11-13 04:51:00
1527,2019-11-13 04:52:00
1528,2019-11-13 05:05:00
1529,2019-11-13 05:21:00
1530,2019-11-13 05:27:00
1531,2019-11-13 05:39:00
1532,2019-11-13 05:57:00
1533,2019-11-13 06:11:00
1534,2019-11-13 06:23:00
1535,2019-11-13 06:25:00
1536,2019-11-13 08:05:00
1537,2019-11-13 08:06:00
1538,2019-11-13 08:19:00
1539,2019-11-13 08:21:00
1540,2019-11-13 08:40:00
1541,2019-11-13 08:41:00
1542,2019-11-13 08:45:00
1543,2019-11-13 08:48:00
1544,2019-11-13 09:42:00
1545,2019-11-13 09:52:00
1546,2019-11-13 10:02:00
1547,2019-11-13 11:26:00
1548,2019-11-13 11:49:00
1549,2019-11-13 11:55:00
1550,2019-11-13 11:57:00
1551,2019-11-13 12:00:00
1552,2019-11-13 12:05:00
1553,2019-11-13 12:13:00
1554,2019-11-13 15:51:00
1555,2019-11-13 16:49:00
1556,2019-11-13 18:50:00
1557,2019-11-13 23:41:00
1558,2019-11-14 00:39:00
1559,2019-11-14 01:01:00
1560,2019-11-14 02:04:00
1561,2019-11-14 02:05:00
1562,2019-11-14 02:06:00
1563,2019-11-14 02:18:00
1564,2019-11-14 03:33:00
1565,2019-11-14 06:48:00
1566,2019-11-14 08:09:00
1567,2019-11-14 08:10:00
1568,2019-11-14 08:38:00
1569,2019-11-14 09:29:00
1570,2019-11-14 10:05:00
1571,2019-11-14 10:06:00
1572,2019-11-14 10:07:00
1573,2019-11-14 14:50:00
1574,2019-11-14 18:07:00
1575,2019-11-14 18:51:00
1576,2019-11-14 18:52:00
1577,2019-11-14 18:53:00
1578,2019-11-14 19:18:00
1579,2019-11-14 19:26:00
1580,2019-11-14 19:27:00
1581,2019-11-14 19:34:00
1582,2019-11-14 19:37:00
1583,2019-11-15 00:01:00
1584,2019-11-15 03:06:00
1585,2019-11-15 03:07:00
1586,2019-11-15 05:33:00
1587,2019-11-15 05:34:00
1588,2019-11-15 05:35:00
1589,2019-11-15 05:41:00
1590,2019-11-15 07:59:00
1591,2019-11-15 08:26:00
1592,2019-11-15 08:44:00
1593,2019-11-15 09:02:00
1594,2019-11-15 09:04:00
1595,2019-11-15 09:16:00
1596,2019-11-15 10:57:00
1597,2019-11-15 14:36:00
1598,2019-11-15 14:48:00
1599,2019-11-15 14:49:00
1600,2019-11-17 11:21:00
1601,2019-11-17 11:26:00
1602,2019-11-17 11:28:00
1603,2019-11-17 11:30:00
1604,2019-11-17 12:01:00
1605,2019-11-17 12:02:00
1606,2019-11-17 12:04:00
1607,2019-11-17 12:05:00
1608,2019-11-17 12:07:00
1609,2019-11-17 12:09:00
1610,2019-11-17 12:12:00
1611,2019-11-17 12:14:00
1612,2019-11-17 12:15:00
1613,2019-11-17 13:02:00
1614,2019-11-17 13:03:00
1615,2019-11-17 14:04:00
1616,2019-11-17 14:10:00
1617,2019-11-17 15:11:00
1618,2019-11-17 21:50:00
1619,2019-11-18 02:09:00
1620,2019-11-18 02:28:00
1621,2019-11-18 08:17:00
1622,2019-11-18 10:14:00
1623,2019-11-18 18:28:00
1624,2019-11-18 22:29:00
1625,2019-11-18 23:51:00
1626,2019-11-18 23:52:00
1627,2019-11-19 00:19:00
1628,2019-11-19 01:00:00
1629,2019-11-19 02:07:00
1630,2019-11-19 02:08:00
1631,2019-11-19 03:31:00
1632,2019-11-19 03:41:00
1633,2019-11-19 04:10:00
1634,2019-11-19 04:11:00
1635,2019-11-19 09:17:00
1636,2019-11-19 09:34:00
1637,2019-11-19 09:37:00
1638,2019-11-19 09:38:00
1639,2019-11-19 09:39:00
1640,2019-11-19 09:58:00
1641,2019-11-19 10:01:00
1642,2019-11-19 11:10:00
1643,2019-11-19 11:17:00
1644,2019-11-19 12:13:00
1645,2019-11-19 12:29:00
1646,2019-11-19 13:13:00
1647,2019-11-19 13:27:00
1648,2019-11-19 13:40:00
1649,2019-11-19 13:44:00
1650,2019-11-19 15:13:00
1651,2019-11-19 18:38:00
1652,2019-11-19 20:09:00
1653,2019-11-19 20:10:00
1654,2019-11-19 20:19:00
1655,2019-11-19 20:20:00
1656,2019-11-19 21:05:00
1657,2019-11-19 21:09:00
1658,2019-11-19 22:01:00
1659,2019-11-19 22:12:00
1660,2019-11-19 22:31:00
1661,2019-11-19 22:32:00
1662,2019-11-19 23:30:00
1663,2019-11-20 00:17:00
1664,2019-11-20 00:18:00
1665,2019-11-20 03:04:00
1666,2019-11-20 05:25:00
1667,2019-11-20 05:28:00
1668,2019-11-20 06:24:00
1669,2019-11-20 06:25:00
1670,2019-11-20 06:29:00
1671,2019-11-20 06:39:00
1672,2019-11-20 08:39:00
1673,2019-11-20 12:50:00
1674,2019-11-20 12:53:00
1675,2019-11-20 12:56:00
1676,2019-11-20 12:57:00
1677,2019-11-20 13:00:00
1678,2019-11-20 13:02:00
1679,2019-11-20 13:03:00
1680,2019-11-20 13:04:00
1681,2019-11-20 13:05:00
1682,2019-11-21 02:44:00
1683,2019-11-21 02:45:00
1684,2019-11-21 02:49:00
1685,2019-11-21 02:50:00
1686,2019-11-21 02:56:00
1687,2019-11-21 09:25:00
1688,2019-11-21 09:30:00
1689,2019-11-21 09:39:00
1690,2019-11-21 11:46:00
1691,2019-11-21 11:47:00
1692,2019-11-21 17:36:00
1693,2019-11-21 17:37:00
1694,2019-11-21 17:41:00
1695,2019-11-21 17:42:00
1696,2019-11-21 18:16:00
1697,2019-11-21 18:17:00
1698,2019-11-21 18:19:00
1699,2019-11-21 18:21:00
1700,2019-11-21 18:40:00
1701,2019-11-21 19:09:00
1702,2019-11-21 19:17:00
1703,2019-11-21 19:18:00
1704,2019-11-21 19:20:00
1705,2019-11-21 19:22:00
1706,2019-11-21 19:51:00
1707,2019-11-21 21:05:00
1708,2019-11-21 21:22:00
1709,2019-11-22 07:09:00
1710,2019-11-22 07:44:00
1711,2019-11-22 07:45:00
1712,2019-11-22 11:20:00
1713,2019-11-22 11:41:00
1714,2019-11-22 11:56:00
1715,2019-11-22 12:30:00
1716,2019-11-22 12:31:00
1717,2019-11-22 12:39:00
1718,2019-11-22 12:43:00
1719,2019-11-22 12:52:00
1720,2019-11-22 16:28:00
1721,2019-11-22 16:37:00
1722,2019-11-22 16:42:00
1723,2019-11-22 16:47:00
1724,2019-11-22 16:49:00
1725,2019-11-22 17:11:00
1726,2019-11-22 20:21:00
1727,2019-11-22 23:49:00
1728,2019-11-23 00:41:00
1729,2019-11-23 03:46:00
1730,2019-11-23 05:18:00
1731,2019-11-23 05:47:00
1732,2019-11-23 05:48:00
1733,2019-11-23 05:55:00
1734,2019-11-23 05:58:00
1735,2019-11-23 06:09:00
1736,2019-11-23 06:18:00
1737,2019-11-23 06:26:00
1738,2019-11-23 06:58:00
1739,2019-11-23 07:17:00
1740,2019-11-23 07:20:00
1741,2019-11-23 07:21:00
1742,2019-11-23 07:41:00
1743,2019-11-23 07:47:00
1744,2019-11-23 08:11:00
1745,2019-11-23 08:13:00
1746,2019-11-23 08:14:00
1747,2019-11-23 08:22:00
1748,2019-11-23 08:34:00
1749,2019-11-23 09:25:00
1750,2019-11-23 09:50:00
1751,2019-11-23 11:32:00
1752,2019-11-23 11:33:00
1753,2019-11-23 11:37:00
1754,2019-11-23 11:48:00
1755,2019-11-23 11:49:00
1756,2019-11-23 13:28:00
1757,2019-11-23 14:37:00
1758,2019-11-23 14:48:00
1759,2019-11-23 14:53:00
1760,2019-11-23 21:06:00
1761,2019-11-23 21:12:00
1762,2019-11-24 15:25:00
1763,2019-11-25 01:42:00
1764,2019-11-25 10:32:00
1765,2019-11-25 11:26:00
1766,2019-11-25 11:55:00
1767,2019-11-25 12:03:00
1768,2019-11-25 12:06:00
1769,2019-11-25 12:20:00
1770,2019-11-25 12:30:00
1771,2019-11-25 12:31:00
1772,2019-11-25 12:33:00
1773,2019-11-25 16:24:00
1774,2019-11-25 16:31:00
1775,2019-11-25 16:44:00
1776,2019-11-25 19:07:00
1777,2019-11-25 19:43:00
1778,2019-11-25 19:47:00
1779,2019-11-25 20:49:00
1780,2019-11-26 04:03:00
1781,2019-11-26 05:24:00
1782,2019-11-26 05:25:00
1783,2019-11-26 08:22:00
1784,2019-11-26 17:24:00
1785,2019-11-26 18:16:00
1786,2019-11-26 18:20:00
1787,2019-11-26 18:21:00
1788,2019-11-26 18:55:00
1789,2019-11-26 23:41:00
1790,2019-11-27 13:30:00
1791,2019-11-28 10:17:00
1792,2019-11-28 12:52:00
1793,2019-11-29 12:05:00
1794,2019-11-29 12:22:00
1795,2019-11-30 14:43:00
1796,2019-11-30 22:28:00
1797,2019-12-01 04:10:00
1798,2019-12-02 12:26:00
1799,2019-12-02 16:44:00
1800,2019-12-02 17:03:00
1801,2019-12-02 18:04:00
1802,2019-12-03 12:30:00
1803,2019-12-03 12:43:00
1804,2019-12-03 14:55:00
1805,2019-12-05 21:39:00
1806,2019-12-05 22:16:00
1807,2019-12-06 04:23:00
1808,2019-12-06 09:04:00
1809,2019-12-06 11:46:00
1810,2019-12-09 22:08:00
